id_queja,id_toma,categoria,descripcion,canal,prioridad,fecha_reporte,descripcion_limpia,largo_texto,categoria_modelo
Q5E5DB380BA,T7CEE29F570,fuga_toma,Creo que tengo una fuga: cerré todo y el medidor sigue girando.,portal,normal,2025-05-12 11:32:00,creo que tengo una fuga: cerré todo y el medidor sigue girando.,63,fuga_toma
Q253751D813,T328C38D103,calidad_agua,"El agua trae sedimento, se ve el fondo del vaso sucio.",telefono,normal,2025-03-05 05:18:00,"el agua trae sedimento, se ve el fondo del vaso sucio.",54,calidad_agua
Q6A378396DB,TEA687BEEC8,fuga_calle,"Hay agua saliendo en la calle Morelos desde hace varios días, se está tirando toda.",telefono,normal,2026-06-04 01:37:00,"hay agua saliendo en la calle morelos desde hace varios días, se está tirando toda.",83,fuga_calle
Q26EEAB013E,TFF833858D4,calidad_agua,Sale amarillenta y mancha la ropa al lavar.,telefono,alta,2025-08-05 15:31:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
QAB31561B49,T980F08905D,fuga_calle,"Tiene el fin de semana brotando agua del pavimento en Reforma, ya se hizo un charco grande.",telefono,baja,2024-01-05 23:08:00,"tiene el fin de semana brotando agua del pavimento en reforma, ya se hizo un charco grande.",91,fuga_calle
Q7DF864ECCE,T0C38B9638D,baja_presion,"No alcanza presión para el calentador, el agua llega sin fuerza.",presencial,alta,2024-06-03 07:46:00,"no alcanza presión para el calentador, el agua llega sin fuerza.",64,baja_presion
Q7391951D96,T9B2220E701,sin_agua,"No llega agua a mi domicilio desde hace varios días, los vecinos igual.",telefono,normal,2026-08-04 01:49:00,"no llega agua a mi domicilio desde hace varios días, los vecinos igual.",71,sin_agua
Q0788338C11,TD10A6EDCA0,baja_presion,"  Desde  desde  el lunes el chorro sale débil, sobre todo en la mañana.",portal,alta,2025-10-11 11:49:00,"desde desde el lunes el chorro sale débil, sobre todo en la mañana.",67,baja_presion
QE32236C5C5,TCE4F3C1854,facturacion,  Pagué  en  línea y el recibo sigue apareciendo como pendiente.,whatsapp,normal,2024-03-24 20:24:00,pagué en línea y el recibo sigue apareciendo como pendiente.,60,facturacion
QFBD515C3DA,TB1AE49FA20,calidad_agua,"Huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",whatsapp,normal,2026-01-31 02:25:00,"huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",65,calidad_agua
Q6E32DDF9E9,T95A557D58C,drenaje,El drenaje de Zaragoza está desbordado y huele muy mal.,whatsapp,normal,2025-02-09 13:16:00,el drenaje de zaragoza está desbordado y huele muy mal.,55,drenaje
QAE2D1B344F,T680C591820,medidor,El medidor marca consumos altísimos y somos dos personas.,portal,baja,2026-06-21 21:57:00,el medidor marca consumos altísimos y somos dos personas.,57,medidor
Q54A23148D9,TCDF5CCF9D1,facturacion,  Pagué  en  línea y el recibo sigue apareciendo como pendiente.,portal,normal,2025-09-20 19:33:00,pagué en línea y el recibo sigue apareciendo como pendiente.,60,facturacion
Q50C4832A37,TA87CD37475,baja_presion,"Baja presión en Allende, apenas llena una cubeta en diez minutos.",presencial,baja,2025-02-12 16:26:00,"baja presión en allende, apenas llena una cubeta en diez minutos.",65,baja_presion
Q079277E7CD,T0E868A3F47,fuga_toma,  Me  sale  agua por la toma de mi domicilio aunque tenga todo cerrado.,telefono,baja,2025-11-28 21:50:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
QEC61D2BCC8,T9A87FD75BB,sin_agua,Tercer día sin agua. Necesitamos saber cuándo se restablece.,whatsapp,normal,2025-07-11 10:24:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
Q132002E2E5,TB13246DF04,drenaje,Hay aguas negras saliendo de la coladera de la esquina.,whatsapp,normal,2025-10-08 03:00:00,hay aguas negras saliendo de la coladera de la esquina.,55,drenaje
Q9AB86CBCDF,T416D725964,facturacion,"El recibo trae un consumo que no corresponde, somos pocos en casa.",telefono,urgente,2025-10-09 17:19:00,"el recibo trae un consumo que no corresponde, somos pocos en casa.",66,facturacion
Q5D4DAF1D3C,T294140BCEC,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,telefono,baja,2024-03-24 21:33:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q345436B9AA,T599538981A,sin_agua,Llevamos hace dos semanas sin servicio de agua en la privada.,portal,baja,2024-05-28 07:42:00,llevamos hace dos semanas sin servicio de agua en la privada.,61,sin_agua
Q8D0426FAC0,T7220DB253B,sin_agua,"No llega agua a mi domicilio desde ayer, los vecinos igual.",portal,normal,2025-09-13 03:17:00,"no llega agua a mi domicilio desde ayer, los vecinos igual.",59,sin_agua
QAEBC70FBFA,T0F4A3A74ED,fuga_toma,  Hay  humedad  y agua acumulada junto al medidor de mi casa.,telefono,alta,2025-06-14 01:10:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q9E668A9E51,T929701588B,facturacion,Pagué en línea y el recibo sigue apareciendo como pendiente.,whatsapp,normal,2025-09-26 22:02:00,pagué en línea y el recibo sigue apareciendo como pendiente.,60,facturacion
QA0FBD5B1D3,T5A52BDFD5B,sin_agua,Llevamos el fin de semana sin servicio de agua en la privada.,presencial,baja,2024-06-10 05:14:00,llevamos el fin de semana sin servicio de agua en la privada.,61,sin_agua
QA6313A479E,T0C38B9638D,baja_presion,"  Desde  ayer  el chorro sale débil, sobre todo en la mañana.",whatsapp,normal,2026-01-05 14:49:00,"desde ayer el chorro sale débil, sobre todo en la mañana.",57,baja_presion
Q88135C8CC3,T75AE25B236,calidad_agua,"  El  agua  trae sedimento, se ve el fondo del vaso sucio.",telefono,urgente,2024-07-14 17:11:00,"el agua trae sedimento, se ve el fondo del vaso sucio.",54,calidad_agua
Q14FD5A6352,T87B30A11CA,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,whatsapp,normal,2024-07-27 16:28:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
QCC1136B4D5,T0F12629295,calidad_agua,"El agua trae sedimento, se ve el fondo del vaso sucio.",portal,normal,2024-02-16 09:22:00,"el agua trae sedimento, se ve el fondo del vaso sucio.",54,calidad_agua
Q217A355394,TDA01857472,sin_agua,Llevamos ayer sin servicio de agua en la privada.,telefono,normal,2026-07-21 18:51:00,llevamos ayer sin servicio de agua en la privada.,49,sin_agua
QBD3F3CA8BF,T46D0D9FE06,atencion,Reporté hace hace dos semanas y todavía no viene nadie a revisar.,telefono,baja,2026-04-09 02:50:00,reporté hace hace dos semanas y todavía no viene nadie a revisar.,65,atencion
Q31AC5CA7D3,TC85BCF4679,sin_agua,LLEVAMOS EL FIN DE SEMANA SIN SERVICIO DE AGUA EN LA PRIVADA.,portal,alta,2024-09-11 18:01:00,llevamos el fin de semana sin servicio de agua en la privada.,61,sin_agua
Q2BACB1DBE7,T30E453AB34,fuga_calle,Fuga en la banqueta de Juárez. El agua no para y huele mal.,portal,alta,2025-03-12 23:14:00,fuga en la banqueta de juárez. el agua no para y huele mal.,59,fuga_calle
Q646091679E,TC2B54F643A,atencion,FUI A VENTANILLA Y NADIE ME SUPO DAR INFORMACIÓN DE MI TRÁMITE.,portal,normal,2024-04-07 18:27:00,fui a ventanilla y nadie me supo dar información de mi trámite.,63,atencion
QB1B608670A,TA60FF3309B,facturacion,Pagué en línea y el recibo sigue apareciendo como pendiente.,portal,baja,2024-08-02 17:18:00,pagué en línea y el recibo sigue apareciendo como pendiente.,60,facturacion
Q21EEB86070,T0CE7987E4B,fuga_toma,La llave de banqueta gotea sin parar desde hace dos semanas.,portal,normal,2024-10-14 15:41:00,la llave de banqueta gotea sin parar desde hace dos semanas.,60,fuga_toma
QBEAD463FD2,TCBAFB86C54,fuga_calle,"  Tiene  la  semana pasada brotando agua del pavimento en Morelos, ya se hizo un charco grande.",portal,normal,2026-08-10 10:55:00,"tiene la semana pasada brotando agua del pavimento en morelos, ya se hizo un charco grande.",91,fuga_calle
QFAE436F504,T997FF51E88,sin_agua,Llevamos hace tres días sin servicio de agua en la privada.,telefono,baja,2025-02-07 20:53:00,llevamos hace tres días sin servicio de agua en la privada.,59,sin_agua
QF75D742B3C,T0197678D11,fuga_toma,La llave de banqueta gotea sin parar desde hace dos semanas.,telefono,baja,2025-06-01 00:20:00,la llave de banqueta gotea sin parar desde hace dos semanas.,60,fuga_toma
QE011520930,T0C38B9638D,drenaje,Hay aguas negras saliendo de la coladera de la esquina.,portal,normal,2026-04-24 13:34:00,hay aguas negras saliendo de la coladera de la esquina.,55,drenaje
QE3C75C3736,T6D36EEA27E,baja_presion,"BAJA PRESIÓN EN REFORMA, APENAS LLENA UNA CUBETA EN DIEZ MINUTOS.",telefono,baja,2024-07-17 12:23:00,"baja presión en reforma, apenas llena una cubeta en diez minutos.",65,baja_presion
QD09EAF3366,TA87CD37475,baja_presion,"El agua llega con muy poca presión, no sube al tinaco.",presencial,normal,2024-12-24 23:32:00,"el agua llega con muy poca presión, no sube al tinaco.",54,baja_presion
Q7F9BB288B4,T54630B6404,medidor,El medidor no marca nada aunque sí tengamos agua.,whatsapp,urgente,2026-06-14 08:55:00,el medidor no marca nada aunque sí tengamos agua.,49,medidor
Q9297CB9844,T3763EE0258,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,portal,alta,2026-02-01 09:13:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
QD776C52B2A,T7861C2062B,facturacion,  Pagué  en  línea y el recibo sigue apareciendo como pendiente.,whatsapp,alta,2024-07-10 03:02:00,pagué en línea y el recibo sigue apareciendo como pendiente.,60,facturacion
QFE34D69CB6,T6230F0F81A,drenaje,El drenaje de Juárez está desbordado y huele muy mal.,whatsapp,normal,2025-08-21 20:57:00,el drenaje de juárez está desbordado y huele muy mal.,53,drenaje
Q0C2524B0AC,TDFD739AFF7,calidad_agua,SALE AMARILLENTA Y MANCHA LA ROPA AL LAVAR.,whatsapp,normal,2026-01-14 13:35:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
Q593C8EA138,TCF1A6CDF80,fuga_calle,"Reporto fuga en la vialidad de Morelos, el agua corre hacia la esquina.",portal,alta,2025-04-07 03:12:00,"reporto fuga en la vialidad de morelos, el agua corre hacia la esquina.",71,fuga_calle
Q3DA62B8225,T0380D1AD85,medidor,"Mi medidor está roto, el cristal quebrado y no se lee.",whatsapp,normal,2024-02-26 22:38:00,"mi medidor está roto, el cristal quebrado y no se lee.",54,medidor
QB0B336DC68,T66B24DDB8C,medidor,"Mi medidor está roto, el cristal quebrado y no se lee.",whatsapp,normal,2026-03-13 23:56:00,"mi medidor está roto, el cristal quebrado y no se lee.",54,medidor
Q715E07B9F2,T45A3829C6C,fuga_calle,"Hay agua saliendo en la calle Independencia desde hace varios días, se está tirando toda.",presencial,normal,2025-10-11 02:29:00,"hay agua saliendo en la calle independencia desde hace varios días, se está tirando toda.",89,fuga_calle
QC8A1C2A209,T6A0C9518A5,sin_agua,Tercer día sin agua. Necesitamos saber cuándo se restablece.,telefono,alta,2024-10-21 04:03:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
QF2AA1728AD,TED624C9B29,drenaje,Se regresa el agua del drenaje hacia mi patio desde el fin de semana.,portal,normal,2025-08-30 11:30:00,se regresa el agua del drenaje hacia mi patio desde el fin de semana.,69,drenaje
Q4CD51ECBB1,TB1AE49FA20,calidad_agua,SALE AMARILLENTA Y MANCHA LA ROPA AL LAVAR.,telefono,alta,2026-07-08 11:32:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
Q44611B12B1,T6F6C091F32,fuga_calle,  Fuga  en  la banqueta de Morelos. El agua no para y huele mal.,portal,alta,2026-04-27 23:30:00,fuga en la banqueta de morelos. el agua no para y huele mal.,60,fuga_calle
QDD833CA20A,T99F86EAA03,fuga_toma,La llave de banqueta gotea sin parar desde desde el lunes.,whatsapp,normal,2025-07-16 23:54:00,la llave de banqueta gotea sin parar desde desde el lunes.,58,fuga_toma
Q4E6A95422F,TEF123948C4,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,telefono,normal,2025-04-19 20:07:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
Q406152E4B5,T305BACE840,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,whatsapp,normal,2025-09-29 20:05:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
QA235BB9926,T6DD01C39D7,drenaje,Hay aguas negras saliendo de la coladera de la esquina.,whatsapp,alta,2024-02-24 08:53:00,hay aguas negras saliendo de la coladera de la esquina.,55,drenaje
Q6B829618EC,T7436A106AE,baja_presion,"NO ALCANZA PRESIÓN PARA EL CALENTADOR, EL AGUA LLEGA SIN FUERZA.",telefono,baja,2026-05-16 13:46:00,"no alcanza presión para el calentador, el agua llega sin fuerza.",64,baja_presion
QA529C0DAAA,T0201C8273D,fuga_calle,"Reporto fuga en la vialidad de Zaragoza, el agua corre hacia la esquina.",presencial,normal,2024-01-14 11:02:00,"reporto fuga en la vialidad de zaragoza, el agua corre hacia la esquina.",72,fuga_calle
Q50F0FEA449,TB95EB354D9,fuga_toma,Creo que tengo una fuga: cerré todo y el medidor sigue girando.,telefono,normal,2026-04-13 10:27:00,creo que tengo una fuga: cerré todo y el medidor sigue girando.,63,fuga_toma
Q5C3D1DC0B3,T78A401EEAD,calidad_agua,Sale amarillenta y mancha la ropa al lavar.,whatsapp,normal,2026-05-19 16:26:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
Q443BE78C06,TA60FF3309B,medidor,"Mi medidor está roto, el cristal quebrado y no se lee.",portal,normal,2024-05-05 06:22:00,"mi medidor está roto, el cristal quebrado y no se lee.",54,medidor
QD35F553DF0,T6F6C091F32,atencion,Mal trato del personal al preguntar por mi aclaración.,portal,normal,2025-04-07 16:34:00,mal trato del personal al preguntar por mi aclaración.,54,atencion
Q9E196B74C6,T5740214D00,fuga_calle,"Tiene hace varios días brotando agua del pavimento en Reforma, ya se hizo un charco grande.",whatsapp,normal,2026-08-17 10:52:00,"tiene hace varios días brotando agua del pavimento en reforma, ya se hizo un charco grande.",91,fuga_calle
Q9AD5F0D33C,TEB9B6A4FBC,sin_agua,"SIN ABASTO EN TODA LA CALLE JUÁREZ, NADIE TIENE AGUA.",telefono,normal,2025-04-20 10:13:00,"sin abasto en toda la calle juárez, nadie tiene agua.",53,sin_agua
Q361C3064F1,TA60FF3309B,baja_presion,"El agua llega con muy poca presión, no sube al tinaco.",presencial,baja,2024-05-29 07:47:00,"el agua llega con muy poca presión, no sube al tinaco.",54,baja_presion
QC28797E8F2,T328C38D103,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,telefono,alta,2026-04-18 20:13:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
Q3C6D5EFC79,T61903D0C08,baja_presion,"Desde hace tres días el chorro sale débil, sobre todo en la mañana.",presencial,urgente,2026-06-25 03:13:00,"desde hace tres días el chorro sale débil, sobre todo en la mañana.",67,baja_presion
Q5CC2B52028,T31A37C291B,sin_agua,"Sin abasto en toda la calle Guerrero, nadie tiene agua.",portal,alta,2024-07-02 12:23:00,"sin abasto en toda la calle guerrero, nadie tiene agua.",55,sin_agua
QDBBAC287C0,T5D52776F44,fuga_calle,"Reporto fuga en la vialidad de Independencia, el agua corre hacia la esquina.",whatsapp,normal,2025-02-06 07:21:00,"reporto fuga en la vialidad de independencia, el agua corre hacia la esquina.",77,fuga_calle
Q02F2183275,T4FD73F8DF8,fuga_calle,"Tiene desde el lunes brotando agua del pavimento en Zaragoza, ya se hizo un charco grande.",portal,normal,2025-06-22 03:07:00,"tiene desde el lunes brotando agua del pavimento en zaragoza, ya se hizo un charco grande.",90,fuga_calle
QF497DC6810,TE08ACE6D71,sin_agua,"No llega agua a mi domicilio desde hace tres días, los vecinos igual.",portal,alta,2026-07-29 17:24:00,"no llega agua a mi domicilio desde hace tres días, los vecinos igual.",69,sin_agua
QD498A09878,TA7CD008CD2,fuga_calle,Fuga en la banqueta de Juárez. El agua no para y huele mal.,telefono,normal,2024-09-25 06:29:00,fuga en la banqueta de juárez. el agua no para y huele mal.,59,fuga_calle
Q82FC7B4CBB,T305BACE840,drenaje,El drenaje de 5 de Mayo está desbordado y huele muy mal.,telefono,baja,2024-07-02 15:00:00,el drenaje de 5 de mayo está desbordado y huele muy mal.,56,drenaje
Q3EB9378554,T80599540B9,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,telefono,normal,2024-02-11 09:25:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
QFD467D0028,T45E4DAC832,calidad_agua,"Huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",portal,normal,2026-04-27 02:42:00,"huele a cloro muy fuerte y sabe raro, no nos atrevemos a tomarla.",65,calidad_agua
Q58B10FC32E,TCED7759D69,sin_agua,Tercer día sin agua. Necesitamos saber cuándo se restablece.,portal,alta,2024-04-01 09:05:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
QC61645C229,T6EBEC2B9E3,fuga_toma,La llave de banqueta gotea sin parar desde hace tres días.,presencial,normal,2024-05-23 15:59:00,la llave de banqueta gotea sin parar desde hace tres días.,58,fuga_toma
QE3DCF85A83,T1A8F7C05C9,drenaje,Se regresa el agua del drenaje hacia mi patio desde el fin de semana.,telefono,normal,2024-02-15 17:08:00,se regresa el agua del drenaje hacia mi patio desde el fin de semana.,69,drenaje
Q72809A0423,TC36C8FB548,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,telefono,baja,2026-02-14 10:36:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q3172676635,TC11C4F89B7,sin_agua,"No llega agua a mi domicilio desde desde el lunes, los vecinos igual.",portal,alta,2024-06-04 23:55:00,"no llega agua a mi domicilio desde desde el lunes, los vecinos igual.",69,sin_agua
Q1D7ADCE4DF,T0FA07C2AE6,fuga_calle,"Reporto fuga en la vialidad de Reforma, el agua corre hacia la esquina.",whatsapp,normal,2024-09-15 19:19:00,"reporto fuga en la vialidad de reforma, el agua corre hacia la esquina.",71,fuga_calle
Q758A1DA2CF,T3B6195226D,fuga_toma,LA LLAVE DE BANQUETA GOTEA SIN PARAR DESDE DESDE EL LUNES.,presencial,normal,2025-04-11 06:24:00,la llave de banqueta gotea sin parar desde desde el lunes.,58,fuga_toma
QEFA2E965BA,TB1246EBDB6,drenaje,"Registro de alcantarillado tapado en Independencia, escurre a la calle.",whatsapp,normal,2024-07-27 05:30:00,"registro de alcantarillado tapado en independencia, escurre a la calle.",71,drenaje
Q5B5D727F7B,TD10A6EDCA0,baja_presion,"Desde la semana pasada el chorro sale débil, sobre todo en la mañana.",telefono,alta,2024-05-20 21:26:00,"desde la semana pasada el chorro sale débil, sobre todo en la mañana.",69,baja_presion
Q1D616420CE,TE13FCEC631,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,whatsapp,baja,2024-01-24 21:19:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
QB0F366AC88,TBA7727A83B,fuga_toma,La llave de banqueta gotea sin parar desde ayer.,portal,normal,2024-05-09 06:02:00,la llave de banqueta gotea sin parar desde ayer.,48,fuga_toma
QE012309CD9,T132EB7CE2B,sin_agua,Tercer día sin agua. Necesitamos saber cuándo se restablece.,telefono,normal,2025-05-24 22:55:00,tercer día sin agua. necesitamos saber cuándo se restablece.,60,sin_agua
QDFC4A2125B,T48829C6681,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,telefono,alta,2024-08-30 07:18:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q739A30129B,TF5AB4BC37D,drenaje,Se regresa el agua del drenaje hacia mi patio desde hace dos semanas.,portal,normal,2026-04-14 02:54:00,se regresa el agua del drenaje hacia mi patio desde hace dos semanas.,69,drenaje
Q1221FDDEC6,TE59C7E0558,fuga_toma,  Hay  humedad  y agua acumulada junto al medidor de mi casa.,whatsapp,baja,2026-06-16 12:43:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q37F4C2A26C,T7149DBE7E7,sin_agua,"Sin abasto en toda la calle Reforma, nadie tiene agua.",portal,baja,2024-12-19 18:34:00,"sin abasto en toda la calle reforma, nadie tiene agua.",54,sin_agua
Q8031C25BBF,T0A7DFC3903,baja_presion,"No alcanza presión para el calentador, el agua llega sin fuerza.",telefono,alta,2025-11-09 17:24:00,"no alcanza presión para el calentador, el agua llega sin fuerza.",64,baja_presion
Q12CF2E0A0A,T8A79BCF725,fuga_toma,La llave de banqueta gotea sin parar desde el fin de semana.,portal,alta,2024-08-27 22:08:00,la llave de banqueta gotea sin parar desde el fin de semana.,60,fuga_toma
Q24EAD05067,TDB1931905E,baja_presion,"Baja presión en Zaragoza, apenas llena una cubeta en diez minutos.",telefono,alta,2024-09-16 05:48:00,"baja presión en zaragoza, apenas llena una cubeta en diez minutos.",66,baja_presion
Q613F926391,TE9E2B18053,drenaje,Se regresa el agua del drenaje hacia mi patio desde desde el lunes.,telefono,normal,2026-04-17 03:40:00,se regresa el agua del drenaje hacia mi patio desde desde el lunes.,67,drenaje
Q4AD31D343E,T99F86EAA03,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,telefono,alta,2024-06-27 04:52:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
Q3949D95BE3,TCE4FA87780,baja_presion,"Baja presión en Independencia, apenas llena una cubeta en diez minutos.",portal,normal,2025-05-03 07:50:00,"baja presión en independencia, apenas llena una cubeta en diez minutos.",71,baja_presion
QD5AEDFBB99,T88E01EE6A9,baja_presion,"Desde hace tres días el chorro sale débil, sobre todo en la mañana.",portal,baja,2025-10-25 03:34:00,"desde hace tres días el chorro sale débil, sobre todo en la mañana.",67,baja_presion
QA57E55FEE3,T0F2B41D96D,baja_presion,"Baja presión en Zaragoza, apenas llena una cubeta en diez minutos.",portal,normal,2025-12-19 08:43:00,"baja presión en zaragoza, apenas llena una cubeta en diez minutos.",66,baja_presion
Q59D49CE797,TB28F8F08F4,sin_agua,"NO LLEGA AGUA A MI DOMICILIO DESDE LA SEMANA PASADA, LOS VECINOS IGUAL.",portal,alta,2024-10-01 16:04:00,"no llega agua a mi domicilio desde la semana pasada, los vecinos igual.",71,sin_agua
QEC0B2B3462,T0197678D11,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,portal,normal,2025-09-28 20:10:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
Q23B3B13414,T629B85F6AE,medidor,El medidor no marca nada aunque sí tengamos agua.,telefono,normal,2026-06-17 07:23:00,el medidor no marca nada aunque sí tengamos agua.,49,medidor
QEBF83835F0,TB1A6FA6009,facturacion,Pagué en línea y el recibo sigue apareciendo como pendiente.,presencial,normal,2024-09-08 21:40:00,pagué en línea y el recibo sigue apareciendo como pendiente.,60,facturacion
Q859F6C1B95,TC5E02C2AE1,calidad_agua,Sale amarillenta y mancha la ropa al lavar.,whatsapp,baja,2026-03-05 15:36:00,sale amarillenta y mancha la ropa al lavar.,43,calidad_agua
QD5776178B1,T4FD73F8DF8,calidad_agua,El agua sale turbia y con tierra desde el fin de semana.,presencial,urgente,2026-06-20 04:31:00,el agua sale turbia y con tierra desde el fin de semana.,56,calidad_agua
QDB5420C87B,TCC371206BC,calidad_agua,El agua sale turbia y con tierra desde ayer.,telefono,alta,2025-08-25 15:37:00,el agua sale turbia y con tierra desde ayer.,44,calidad_agua
QD054F7C7B1,TF5AB4BC37D,fuga_toma,La llave de banqueta gotea sin parar desde hace varios días.,portal,normal,2024-08-23 04:39:00,la llave de banqueta gotea sin parar desde hace varios días.,60,fuga_toma
QF9800C705A,T2D884BEE59,sin_agua,"Sin abasto en toda la calle Hidalgo, nadie tiene agua.",whatsapp,normal,2024-09-12 07:51:00,"sin abasto en toda la calle hidalgo, nadie tiene agua.",54,sin_agua
QAFE2D21B68,TEB9B6A4FBC,baja_presion,"El agua llega con muy poca presión, no sube al tinaco.",whatsapp,normal,2025-01-08 10:47:00,"el agua llega con muy poca presión, no sube al tinaco.",54,baja_presion
Q57E942A10D,TE9E2B18053,baja_presion,"No alcanza presión para el calentador, el agua llega sin fuerza.",telefono,normal,2025-12-09 12:06:00,"no alcanza presión para el calentador, el agua llega sin fuerza.",64,baja_presion
QBB79DED7BC,T629B85F6AE,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,presencial,normal,2025-06-09 15:32:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
QB01AA1255C,T4D40D256FE,fuga_toma,Me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,whatsapp,alta,2024-07-22 02:26:00,me sale agua por la toma de mi domicilio aunque tenga todo cerrado.,67,fuga_toma
Q79C30722F8,TE6221DA147,fuga_toma,Creo que tengo una fuga: cerré todo y el medidor sigue girando.,whatsapp,normal,2026-05-04 10:27:00,creo que tengo una fuga: cerré todo y el medidor sigue girando.,63,fuga_toma
QC51EB6D954,T7436A106AE,fuga_toma,Hay humedad y agua acumulada junto al medidor de mi casa.,portal,alta,2025-11-23 03:55:00,hay humedad y agua acumulada junto al medidor de mi casa.,57,fuga_toma
QD96123DFE3,T9BF23AC92B,fuga_calle,"Reporto fuga en la vialidad de Hidalgo, el agua corre hacia la esquina.",portal,normal,2026-05-10 08:36:00,"reporto fuga en la vialidad de hidalgo, el agua corre hacia la esquina.",71,fuga_calle
QAC6B07BCB7,T61903D0C08,facturacion,Pagué en línea y el recibo sigue apareciendo como pendiente.,presencial,normal,2025-07-12 05:07:00,pagué en línea y el recibo sigue apareciendo como pendiente.,60,facturacion
Q1E3DA794D5,T626DE7D352,calidad_agua,"El agua trae sedimento, se ve el fondo del vaso sucio.",portal,normal,2024-06-06 16:57:00,"el agua trae sedimento, se ve el fondo del vaso sucio.",54,calidad_agua
Q4301EF1F4D,T75D0C6EEF9,facturacion,Pagué en línea y el recibo sigue apareciendo como pendiente.,whatsapp,alta,2024-03-27 23:08:00,pagué en línea y el recibo sigue apareciendo como pendiente.,60,facturacion
Q924FBDD942,TAB633F4546,medidor,El medidor no marca nada aunque sí tengamos agua.,whatsapp,baja,2025-04-28 19:59:00,el medidor no marca nada aunque sí tengamos agua.,49,medidor
Q667AF0E26F,T1629374829,facturacion,Me están cobrando un periodo que ya había pagado en ventanilla.,telefono,normal,2025-12-22 03:22:00,me están cobrando un periodo que ya había pagado en ventanilla.,63,facturacion
QC6F651E4F9,TF07D19AE17,fuga_calle,"Hay agua saliendo en la calle Juárez desde el fin de semana, se está tirando toda.",telefono,baja,2025-09-09 01:35:00,"hay agua saliendo en la calle juárez desde el fin de semana, se está tirando toda.",82,fuga_calle
QF4D88305E2,TAB67F85714,fuga_toma,La llave de banqueta gotea sin parar desde hace tres días.,telefono,urgente,2025-10-31 01:47:00,la llave de banqueta gotea sin parar desde hace tres días.,58,fuga_toma
Q4FD5F31598,TBF5EF4019A,facturacion,Mi recibo llegó con un cobro mucho más alto de lo normal.,whatsapp,normal,2026-06-29 18:54:00,mi recibo llegó con un cobro mucho más alto de lo normal.,57,facturacion
Q7AA6C114B7,T305BACE840,fuga_toma,La llave de banqueta gotea sin parar desde ayer.,portal,baja,2024-07-02 23:33:00,la llave de banqueta gotea sin parar desde ayer.,48,fuga_toma
Q7BBCBD74DD,TB2420A8657,sin_agua,LLEVAMOS DESDE EL LUNES SIN SERVICIO DE AGUA EN LA PRIVADA.,presencial,urgente,2025-07-07 17:40:00,llevamos desde el lunes sin servicio de agua en la privada.,59,sin_agua
